-92.341154,36.357581,"Walmart Supercenter; #0011,","Gas/Diesel,"
-92.1043083,35.8684181,"Murphy: USA; #7253,","Gas/Diesel,"
-92.102447,35.867555,"Walmart Supercenter; #1114,","Gas/Diesel,"
-93.8553556,33.9242148,"Murphy: USA; #6955,","Gas/Diesel,"
-93.856603,33.924748,"Walmart Supercenter; #0033,","Gas/Diesel,"
-91.253489,35.617243,"Walmart Supercenter; #0018,",
-92.3920999,34.8282541,"Murphy: USA; #7466,","Gas/Diesel,"
-92.393695,34.831608,"Walmart Supercenter; #4460,","Gas,"
-92.2162552,34.7879143,"Murphy: USA; #7031,","Gas/Diesel,"
-92.214805,34.787428,"Walmart Supercenter; #1105,","Gas/Diesel,"
-92.207657,34.805976,"Sam's Club; #8266,","Gas,"
-90.013016,35.699075,"Walmart Supercenter; #0074,",
-93.844417,35.503679,"Walmart; #0209,",
-90.521967,36.029785,"Wm Nbrhd Mkt; #5780,",
